ID;Nombre;Edad;Ingreso_Mensual;Fecha_Registro;Suscripcion_Activa;Categoria;Puntaje
1875;Niño_1875;52;2.058,78;2019-03-27;True;a;63.87
759; Niño-759 ;29;5340.0;2025/05/03;False;a;51.68
82;O'Connor 82;67;3568.0;2021-08-14;SI;a;73.65
633;"Compañía ""ACME""_633";46;—;31/02/2022;true; A ;40.96
1168;André-1168;65;$7.533,53;24/09/2022;NO;D ;57.46
275;" Compañía ""ACME""_275 ";51;5.356,03;2024-06-23;T;D ;38.18
345;Ñandú_345;38;3014.0;2019/12/02;False;C;81,80
398; María 398 ;-5;NaN;0000-00-00;NO;C;63.49
768;Usuario_768;39;6.500,95;2023/06/03;True;a;74.59
56; Tech–Labs-56 ;N/A;4.205,92;2021-12-05T00:00:00;0;A;103,19
206;Niño-206;19;5190.0;31/01/2020;true;A;96.45
1328; François 1328 ;35;7700.0;2019-02-27;SI; b ;35.05
867;García_867;59;3232.0;;True; A ;101.67
1065;Ñandú 1065;25;—;2021-08-30T00:00:00;true;a;53.86
187;José-187;55;—;2020-02-22;F;A;103.48
1832;Müller 1832;41;7.641,26;2019-01-12;False;;34.22
418;Niño 418;30;8494.15;;True;a;40.25
693; François 693 ;41;6117.25;2024-05-16;0;c;77.63
68;Niño-68;54;$5.124,59;05/01/2019;SI;D;66,58
587;Müller 587;0;5.965,54;;true;D ;55,72
969;André_969;50;4381.0;2021-03-08;0;Z;69,94
1091;Niño_1091;35;NaN;2020-02-02;true; ;83.92
58;O'Connor 58;50;4300.0;0000-00-00;False;c;51.48
1487;Renée_1487;33;;2023-07-18T00:00:00;True;C;96.82
1774;O'Connor-1774;63;2301.0;31/02/2022;false;C;31.95
1764;María_1764;43;2.178,31;2024/05/14;False; b ;65.58
1856;Ñandú-1856;46;8281.79;28/09/2021;True;A;63.24
1274;Ñandú 1274;48;8819.0;2020-05-16;T;A;104.52
729;María 729;40;5629.0;2020-05-09T00:00:00;true;A;69.15
1378;Müller 1378;31;3176.0;2020-02-05;SI;C;67.96
834;María 834;61;-;2022-07-12;False;N/A;56.88
1095; Müller_1095 ;33;NaN;31-08-2023;NO; N/A ;46.98
742;"Compañía ""ACME""_742";32;8122.0;04/11/2022;F;;100.53
894;Müller 894;40;$7.649,72;20-12-2023;False;N/A;35.26
178;François_178;121;4443.0;2025-03-15T00:00:00;False; c ;76,90
387;Ana-387;30;4964.0;2021-08-21;False;N/A;40.81
686;O'Connor 686;58;8340.0;;NO; b ;59.91
1760;García_1760;39;4497.0;2023-04-23;F; b ;37.69
424;André 424;61;6351.0;2020-08-20T00:00:00;true;N/A;90.25
604;García_604;64;8093.0;31/02/2022;False;C;34.19
581;" Compañía ""ACME"" 581 ";19;;2021-03-12T00:00:00;NO; b ;36.21
1729;O'Connor 1729;62;3.937,32;2023-03-17;SI;C;65.55
235;Müller-235;60;6278.86;30/12/2019;true; C ;75,79
306;Usuario_306;-5;3977.0;2021-08-14;1; b ;97.7
1668;Usuario_1668;-5;5342.0;2020-02-21;1;Z;54.26
611; François-611 ;27;4100.73;2020-07-11T00:00:00;True;A;49,35
962;François_962;64;6362.0;2025-08-03;True;A;67.29
1995;O'Connor_1995;45;5955.0;10/07/2021;SI; B ;77.23
906; Sofía-906 ;34;$5.028,07;2024-02-04;NO;C;37.19
524; Müller-524 ;63;3159.0;31/02/2022;F;;57.11
1485;Ana-1485;28;7247.0;2024-04-05T00:00:00;True;Z;46.75
672;Ñandú 672;40;2508.0;2023-07-20;0; B ;57.57
66; María-66 ;46;8050.76;2020-11-17;0; B ;37.87
1288;Usuario_1288;59;6771.0;2019-10-10;SI;D;85.51
926;Tech–Labs-926;57;$8.636,66;2019-01-12;NO;B;42,14
1857;José_1857;68;8.461,04;02-11-2022;True; b ;39.16
1669; María_1669 ;37;2636.0;2025/08/18;NO; A ;78.55
368; Tech–Labs_368 ;61;2341.0;2022-02-27;1;D ;109,53
416;François-416;21;$4.216,88;0000-00-00;True;A;33,36
1373;María 1373;49;6975.46;10/10/2020;1;N/A;38.15
429;García-429;42;$7.230,07;28-12-2019;True; a ;74.64
84;Renée 84;30;5.373,01;2021-01-23T00:00:00;True;A;84.64
1951; María-1951 ;21;$5.018,91;2019-12-02T00:00:00;True;A;65.52
1252;Niño-1252;33;7666.0;16/09/2019;T; D ;50.86
817;Usuario-817;42;5258.0;16/12/2022;F;N/A;98.38
1711;Niño-1711;-5;8264.0;2022-05-05;F; b ;93,39
1833;José_1833;18;5185.0;2019-01-26;F; N/A ;86.41
1986;" Compañía ""ACME"" 1986 ";19;3760.29;2021-03-29;NO;A;62.3
1746;Ñandú_1746;26;8.034,79;01/08/2019;False; ;85.42
1375; Ana_1375 ;66;6.309,79;2019-06-18;True;D;91,05
1887;María-1887;-5;7775.0;2020/09/17;false;D ;93,75
1840;Ñandú_1840;28;2.793,65;2023-07-19;NO;Z;56.5
685;"Compañía ""ACME"" 685";22;5104.0;2022-09-03;1;D;36.71
1235;" Compañía ""ACME""-1235 ";29;8593.0;08/08/2020;True;D;71.8
532;José 532;37;6033.0;2022-09-09;0;a;60.71
1666;André_1666;63;;23/04/2021;1;;35.76
201;Müller-201;25;5.310,66;;True;N/A;94.43
1768;Ana 1768;69;4503.0;16/07/2022;True;c;61.32
1024;O'Connor 1024;26;NaN;23/10/2019;True;A;78.81
392;Lía-392;48;2456.0;2021-09-09;False;a;49.13
69;Usuario-69;23;—;;False; c ;71.3
284;André 284;0;-;2020-06-10;F;B;68.52
1483;Usuario 1483;52;3763.91;2023-04-08T00:00:00;SI;;57.91
915;Renée-915;69;8584.0;2019-05-28;T;N/A;83.85
1761;François 1761;28;7554.0;;False;C;41.29
21;José-21;61;3570.0;18/08/2021;False;;60.63
1427;Ana 1427;45;6078.0;08/10/2023;0; a ;47.24
1307;Lía_1307;39;7731.0;28/08/2025;NO;a;34.38
707;Lía_707;56;2.150,95;0000-00-00;SI; N/A ;32.36
487;Tech–Labs_487;37;;2019-08-15T00:00:00;F;A;44.99
280;O'Connor 280;55;3980.0;30/01/2024;NO;Z;99.45
125;Müller-125;20;$6.363,64;2021-12-13;T;C;107.44
912; Niño 912 ;39;2949.0;2019-02-14;SI; N/A ;57.0
910;"Compañía ""ACME""-910";69;6713.0;2019-03-05;True;N/A;53.71
530; García 530 ;65;8.745,91;2020-06-03T00:00:00;SI; Z ;99,03
624;Usuario-624;32;2277.0;21/08/2019;true;c;46.4
1513;Ana-1513;20;6293.0;15-12-2021;false;c;51.41
1452; Ana 1452 ;59;3736.0;2021-11-12;T;a;104,84
1345;O'Connor_1345;29;$3.301,50;0000-00-00;False; B ;41.95
229;Müller 229;43;7657.0;2019-02-16T00:00:00;NO;Z;33.53
41; José 41 ;50;8694.0;2025/07/13;F;B;97,02
1502;François-1502;31;6846.0;18/09/2020;T;C;98.35
939;Müller-939;49;6259.0;28/05/2019;NO; D ;105.67
849; Müller-849 ;57;6247.0;2021-10-25;True; A ;39,18
1771;André-1771;52;4514.0;29/01/2022;True; b ;94,26
1756;Lía_1756;21;8750.0;2019-08-11;false;D ;37.36
1685;María 1685;28;3.485,79;2022-12-11;False;;57.89
31;Müller_31;26;-;0000-00-00;False;A;43.46
293; José-293 ;50;2917.0;19/02/2025;1;D ;108.2
1950;Sofía-1950;69;$6.276,56;2020-10-08;SI; b ;36.33
1834;Tech–Labs_1834;50;7934.0;29-08-2020;0;N/A;32.49
1821;Ana 1821;58;2.660,75;19/02/2025;True; C ;51.85
938;Renée 938;39;4895.0;2022/10/11;True; c ;78,44
1766;García 1766;53;4523.0;2022-12-11T00:00:00;1;;75.2
930;" Compañía ""ACME"" 930 ";33;2184.0;2020/04/12;false;B;86.11
318;Lía 318;20;$4.639,73;2023-06-17T00:00:00;False;N/A;56.96
618;Ñandú-618;50;4.566,56;0000-00-00;False;N/A;83.04
477; Tech–Labs_477 ;36;6874.0;2025-05-04T00:00:00;true;C;71.87
179; André 179 ;54;NaN;2021-01-14;1; b ;66.34
415;François_415;57;5009.0;2021-08-20T00:00:00;0;;39.71
1980;Tech–Labs-1980;39;5.650,70;0000-00-00;True;c;66,76
8;Sofía_8;20;$2.646,20;23-01-2025;False;Z;31.06
188; Müller 188 ;60;6.858,50;20/04/2022;NO;c;44.11
1290;François-1290;59;3717.66;2024-08-15;T;Z;76.3
1572;Niño-1572;20;6949.0;28/01/2023;NO;B;51.93
1388;André-1388;55;8085.0;2019/04/13;1; A ;57.1
370; François_370 ;69;5.883,57;2024-02-12;False; C ;80.8
592;García-592;32;-;13/05/2022;0;;103.34
1016;André_1016;33;3366.0;16-10-2021;False;C;109,72
397;Lía-397;52;4.139,85;30/03/2023;true; C ;44.15
281;"Compañía ""ACME""_281";41;7390.0;2025-03-05;SI;Z;73.46
1921;García 1921;57;8683.0;2023-10-08T00:00:00;True;A;45.35
191;Niño 191;66;$7.203,48;2019-05-28T00:00:00;1; b ;63,17
1563;Ana-1563;58;;;False;A;54.51
246;André_246;41;3868.0;2025-03-23T00:00:00;0; b ;43.36
1396;"Compañía ""ACME""-1396";66;4147.0;16-09-2021;T;N/A;54.01
1028; François-1028 ;121;7622.0;31/02/2022;T;A;37.31
996; André 996 ;46;5589.0;20/11/2022;0; D ;61.82
1808;Niño-1808;32;2438.18;2019/05/07;true;C;58.11
1217;Usuario 1217;26;4990.0;2019-09-15;false;B;66,00
982;Ñandú-982;18;$3.881,86;18/01/2022;F; Z ;44,17
705;Lía-705;32;4426.72;2022-06-25;0;N/A;48.33
202;O'Connor 202;41;5191.0;2020-03-27;NO;N/A;105.55
715;Lía-715;35;8996.0;20-03-2020;0;D ;99.9
502;Tech–Labs-502;25;7778.0;0000-00-00;0;C;38.86
1450;O'Connor_1450;41;;2022-01-21;true;D ;50.55
1206;Müller-1206;36;7965.0;12/10/2021;True;D;101,46
1993;García-1993;44;$7.698,35;23/09/2020;SI;Z;89.17
899;André-899;121;4950.0;2023-01-11T00:00:00;True;Z;52.39
1564;André_1564;121;2680.0;2021-08-30;False;c;88.63
1884;Renée-1884;37;7352.0;20-04-2022;true;A;95.24
935;Lía_935;31;2526.0;2024-12-12;T; B ;31,97
1979;Ñandú_1979;50;4.343,96;2021-10-15;False;D ;53.45
1120;Ñandú_1120;54;3552.72;2019-06-06T00:00:00;False;Z;57.11
501;Ana 501;40;3377.0;22/05/2019;NO;N/A;99.17
252;"Compañía ""ACME"" 252";49;$6.876,88;04/07/2025;1;a;101.59
695;Niño_695;36;4414.0;2022-12-08;0;Z;81.33
627;García_627;45;3072.0;04-08-2019;False; b ;88.0
812;Lía 812;26;5109.0;19/05/2022;true; b ;82.65
1505; Ñandú-1505 ;28;6833.0;2019/07/21;False; C ;50,67
457;O'Connor 457;30;2840.44;05/06/2022;False; b ;32.69
1275;Müller_1275;-5;2688.0;22-01-2020;false;c;68,23
199;André-199;-5;3823.0;2022-04-16;false;C;99.36
1135; Ana-1135 ;40;;2025-06-09;False;C;74.05
953;José_953;61;3.644,19;2023-08-30;True;;99.83
103;Niño_103;56;7977.0;08/02/2019;1;A;64.76
888;Lía 888;32;2607.0;01-04-2020;0;A;54.68
161;Ñandú-161;32;4.038,34;23-01-2022;SI; N/A ;104,36
1709; Renée_1709 ;35;8452.0;2021-02-13;F;;70.29
1504;Ñandú 1504;46;4855.48;2019-02-26;false;A;105.56
290;García_290;68;$4.448,75;23-08-2023;False;D ;31.47
1534;"Compañía ""ACME""-1534";41;6132.0;19-06-2024;false;a;30.31
45;André_45;22;6090.0;2024/08/18;False; b ;52.31
231;Ñandú-231;32;6232.0;02-03-2023;T; b ;63,74
213;O'Connor-213;51;-;11-06-2023;False;N/A;38.53
118; José_118 ;43;5925.0;19-11-2020;F;Z;97.07
1061; Ana-1061 ;34;3412.0;2023-05-03;NO;c;96,37
129;François 129;47;4482.0;2020/03/22;SI; D ;88.11
1956;Müller 1956;45;5.331,87;22-08-2023;0;;82.44
1663;Renée 1663;29;4047.0;2021-06-20;0;;38.49
1271;María-1271;52;5483.0;0000-00-00;1;N/A;65.13
963;André-963;42;3893.0;16/03/2024;False;N/A;56,98
711; Sofía-711 ;55;7283.58;24-06-2025;False;D;73.54
1740;Lía_1740;20;7873.0;2025-04-03;True;D;40,30
1922; André 1922 ;53;7594.0;2019-07-26;True; b ;51.6
295; Renée-295 ;121;2316.0;09-06-2024;T;D;101.7
1707;José-1707;30;8391.0;2023-05-24;F; b ;106.63
1843;O'Connor-1843;33;7938.0;07/04/2019;T; A ;63.26
1628;André 1628;38;2179.0;12-02-2023;1;A;79.92
1070;André-1070;54;5639.0;06-12-2019;0; a ;63.78
300;François 300;58;6109.0;28-08-2021;1;A;87,99
314;François-314;64;4278.0;01/07/2024;True;D ;83,01
784;Usuario_784;35;8837.0;0000-00-00;SI;D;104.0
1587;André 1587;47;4877.78;18-07-2022;SI; b ;45,91
940;Niño 940;20;6218.0;2022-11-24;F; A ;47.43
1930;Lía_1930;57;8109.0;2020/12/30;T;B;71.81
1220;María_1220;42;2203.0;2025/02/21;T;N/A;78.26
1703;José_1703;68;3440.0;;SI;c;54.68
1114; François-1114 ;27;4223.0;2020-03-02T00:00:00;F; b ;36.97
1103;Lía 1103;50;4668.0;20/07/2020;True;;61.38
1445;Lía-1445;21;2.779,34;2022-12-09;true;C;80.83
498;García 498;38;5700.0;2021-08-06;F;;82.25
301;Ana-301;29;4956.24;2022-08-17;NO;N/A;79.26
1559;Usuario-1559;59;4492.69;2023-07-05;SI;A;104.52
1078;Renée 1078;50;3.128,54;;0;Z;38.64
1952;Usuario_1952;47;2513.0;2024-07-22;false;C;98.89
1613; André 1613 ;18;6.670,95;31/02/2022;1;A;30.72
374;Renée-374;61;2285.0;2019-05-29;SI; b ;37,43
1545;Niño 1545;35;6372.64;2023-12-12;T; N/A ;55.27
1149;José 1149;25;5338.0;2021-10-22;False; C ;72.29
1942;Tech–Labs_1942;25;$7.635,20;05-01-2025;true;C;80,81
1659;María 1659;49;7062.41;2020-07-13;False;D;35.74
480;María 480;19;8530.0;2019-09-16;false;A;101.77
1077;Niño 1077;21;5153.0;03/09/2023;true;A;89.52
177;Ñandú 177;22;$5.325,73;2020-12-12;0;N/A;63.89
1680; Niño-1680 ;57;8076.0;2023/07/31;False;a;76.33
1332;" Compañía ""ACME""_1332 ";59;3507.0;25-03-2020;NO; ;49.9
1686;José-1686;24;6092.0;2020-11-18;0;N/A;94.82
1773;Ana-1773;53;2827.0;06/03/2020;SI; D ;105.58
196;José 196;19;7232.0;2024-12-01;SI;Z;69.76
1716;Ñandú-1716;50;$5.528,12;16/06/2021;NO; a ;50.76
363;Tech–Labs_363;63;$3.241,41;2025/05/24;False;c;51.93
419; José 419 ;32;4.230,72;2023-08-16;0;N/A;60.08
110;Ana-110;20;7131.73;2021-08-25;false;a;61.56
400;Usuario_400;18;$4.009,84;2025-07-13;True;a;35.17
826; Sofía 826 ;121;2327.0;0000-00-00;0; C ;49.05
81;Usuario 81;66;8303.0;01/05/2021;NO;C;76,04
1751;François-1751;56;6522.0;2020-04-30T00:00:00;false; A ;87.52
10;María 10;19;7486.0;2023-01-18;0; c ;78.8
1803;Ana-1803;18;6656.0;24/01/2022;true;D ;91.52
660; María-660 ;58;-;11/09/2022;False;B;34.37
1312; Niño_1312 ;37;$5.368,82;31/02/2022;False; b ;95.37
535; Sofía 535 ;58;3842.74;19/06/2024;False;A;30.81
644; Renée 644 ;54;6444.0;2023-08-04;0;c;30.04
1891;Lía-1891;56;8333.0;22/07/2023;1; N/A ;49.22
165; Usuario_165 ;38;4898.0;2019-03-19;true; Z ;71.85
1646;O'Connor_1646;28;4291.0;2019-11-23T00:00:00;1;a;102.98
511;Tech–Labs-511;46;4.479,29;0000-00-00;T;D ;51.42
508;Ana_508;42;6916.98;09/07/2025;true;D;89.46
877;Sofía-877;121;4091.0;2024-03-10;F;B;55.57
755; Ñandú-755 ;34;$7.330,63;2019-02-13T00:00:00;F; b ;89.38
744;Tech–Labs-744;58;$4.994,70;31/02/2022;F; b ;44.68
933;François 933;51;6155.0;31-07-2020;True;A;64.11
1614;André 1614;49;2780.0;2021-10-16;T;D ;53.81
1755;José-1755;31;2781.67;28/07/2024;False;c;57,22
1694;Müller-1694;68;6686.0;2024-06-09;F; a ;34.41
1624;Niño-1624;43;7647.0;2019-10-05;True; B ;52.25
689;André 689;27;$3.415,89;2023-05-17;False;N/A;71.5
794;Lía_794;24;2954.0;2022/06/16;False;B;84.68
437;José 437;54;6917.0;16/07/2024;false; A ;44.27
91;Usuario 91;52;;2024-10-10T00:00:00;False;c;69.72
1765;" Compañía ""ACME""_1765 ";69;7.697,41;31/02/2022;1;a;65.66
63;García_63;42;8971.0;2023-03-10T00:00:00;1;a;30.41
1082;María-1082;68;6961.0;05/04/2021;SI;a;33.02
1683;María_1683;30;2904.0;21/07/2024;NO;Z;70.15
1886;Niño_1886;48;5820.0;2025/07/28;F; D ;44.34
388; Renée-388 ;21;6223.0;2019/04/02;0;;54.95
1851;Tech–Labs_1851;19;2.402,15;13/02/2020;false; c ;93.51
1046;Niño_1046;42;-;2022-02-03;1;N/A;88.09
1165;André_1165;43;$2.942,12;13/06/2023;1;a;52.82
1323;Niño 1323;26;6674.0;2020-06-25;true;D;47.06
1314;"Compañía ""ACME""_1314";34;4.079,73;16-02-2024;False;N/A;106.23
1305;François_1305;60;8500.0;06/02/2025;False; c ;73.6
706; Müller-706 ;60;NaN;09/03/2025;1;D ;46.32
1321; Ñandú_1321 ;55;2886.0;20-01-2022;False; c ;48.94
931;"Compañía ""ACME""_931";44;-;31/02/2022;T;D;104.31
1246;José 1246;44;7539.0;03/11/2023;T; N/A ;48,59
123;Sofía 123;30;6544.0;;SI;;58.65
1191;O'Connor-1191;59;NaN;0000-00-00;True;a;63.55
1446;Niño-1446;40;7199.0;2019-01-22;false; D ;63.13
1592;François 1592;42;8389.0;14/04/2022;0;a;98.37
53;Sofía_53;-5;2562.0;05-12-2023;SI; A ;80.49
1911;García-1911;-5;7.311,76;2022-07-28;False; b ;67.63
42;Sofía_42;28;8616.0;2024-05-23;False;D;103.98
813;André-813;52;4959.0;2023-01-02;False;A;85.88
1622;Müller-1622;21;NaN;2025/08/25;SI;C;75.75
1182;Müller 1182;63;8.758,57;2021-12-01;True; c ;64.29
1122; François-1122 ;30;2996.0;2025-04-13;True;c;89.51
774;Renée-774;52;5471.0;2025-04-19;SI; b ;55.45
1747;Usuario 1747;33;8476.76;01-10-2021;0;;55.78
1553;Usuario_1553;20;5531.0;2021-03-12;0;D;108.02
682;Sofía-682;19;2.882,56;0000-00-00;F;D ;55.03
787;O'Connor 787;29;5825.0;03-04-2019;True; b ;105.9
220;Müller-220;39;7408.0;2023-11-21;SI;;32.49
1829; García_1829 ;69;8305.0;2019-03-02;0;a;92.12
830; García_830 ;47;7290.0;2024-06-27;1;;91.03
1915;María-1915;69;7668.52;13/06/2020;True; Z ;70.78
1257;Usuario-1257;44;3.189,01;2025-03-11;true; C ;80.27
1374;François_1374;40;7.708,59;06/10/2021;0;Z;85.74
1577;Lía 1577;26;2076.0;26/03/2021;T;D ;81.05
292;" Compañía ""ACME"" 292 ";67;2001.96;2023-11-04T00:00:00;1;A;58.05
1873;Lía 1873;64;8.441,60;2020-07-23;False;D ;94.34
561; François-561 ;18;3303.0;2021-06-27;T; B ;80.1
571;Ana 571;64;—;07/02/2024;False;a;98.32
811;José_811;34;6135.0;10/01/2022;0; B ;67.67
1725;Tech–Labs 1725;29;3.592,37;2025-07-17;0;D ;37.52
346;Müller-346;32;2714.0;2019/02/20;True;Z;34.82
1163;Ñandú_1163;35;4135.0;15/04/2023;1;A;59.34
1509;Ñandú_1509;52;7435.0;29-10-2019;SI;A;43.73
1671;García_1671;34;7595.0;2019-08-02T00:00:00;True;Z;47.17
1335;"Compañía ""ACME""_1335";121;6376.0;31/02/2022;NO;N/A;57.47
5;José 5;50;6.117,88;2020-04-19T00:00:00;F; b ;78.95
988;García-988;35;7540.0;24/04/2022;False;N/A;65.41
24;Müller-24;30;2863.0;2020-07-17;0;A;75.06
737;"Compañía ""ACME""_737";68;$3.920,33;2019-04-03;NO;B;72.6
299; María-299 ;21;2021.25;2021-06-13;true;A;81.49
1889;Usuario-1889;37;6.187,87;31/02/2022;False;D ;91.71
50;Renée_50;52;7.800,99;10/06/2019;T; c ;31.45
947;François 947;37;—;08-06-2024;False;D ;78.57
1897;André_1897;54;4386.0;2022-09-21;SI;C;86.34
781;François-781;0;7.741,97;31/02/2022;False;N/A;109,65
1615; María_1615 ;36;4647.0;0000-00-00;False; b ;52.64
621;Usuario 621;21;5996.0;2020-05-03;True; N/A ;104.99
840;Müller_840;28;5220.0;2023-01-13T00:00:00;T;C;83.43
28;Ñandú-28;61;3981.0;16/09/2022;False;A;55.95
176;Niño-176;62;2094.0;;SI; b ;50.14
1336;Tech–Labs_1336;25;7018.0;2020-07-05;true;;80.57
990;Ñandú-990;51;NaN;2020/01/18;NO;B;80.52
568;Ana_568;61;6677.0;25-11-2020;true;B;60.03
1777;Ñandú 1777;61;2480.0;2022/03/13;false;c;94.05
803;O'Connor 803;27;2636.0;31/02/2022;F;Z;43.61
1277;José_1277;25;6366.0;2019-05-03;NO;C;38.2
850; José_850 ;44;2270.0;2022-04-01;F;Z;47.0
1399;Ana 1399;40;4930.0;22-04-2021;T;B;67.71
286;François-286;26;-;10-10-2021;True; C ;56.07
1602;Usuario 1602;53;5688.0;11-10-2022;True; A ;76.86
1079;José 1079;51;4921.0;2020-04-16;0;c;33.12
1142;Müller_1142;32;8085.0;2022-03-23;T;B;33,32
124;Müller_124;25;2249.0;2020-11-04;0;Z;68.1
1409; François_1409 ;32;3872.95;;False;c;31.76
11;O'Connor_11;25;8349.0;09/05/2024;True;D ;44,58
730;José 730;62;5687.0;2020-08-19;1;c;87.5
542;Ñandú 542;35;5500.0;31/02/2022;true;D;54.51
549;García-549;22;5759.0;2023-01-03T00:00:00;1;a;109.04
1471;Ñandú-1471;40;5189.0;2023-07-25;False;C;48.43
783; Usuario 783 ;55;7834.0;15-10-2019;True;N/A;66.38
1334;O'Connor_1334;47;6.350,29;2022-07-11;NO;c;100.56
1608;Sofía_1608;67;3409.0;2019/01/14;1;a;74,47
1718; Ana 1718 ;49;6180.38;2025-08-28T00:00:00;False; D ;58.08
1841;O'Connor-1841;58;5937.0;2021-04-26;False; b ;72.63
101;Niño-101;39;2510.0;05-08-2019;False; C ;77.35
664;Ñandú-664;67;6964.0;2022-02-09;False;A;95.34
698; Müller 698 ;19;3088.0;2022-03-23;F;N/A;65.93
1433; Tech–Labs-1433 ;57;6.880,07;03/06/2025;F;a;66.18
975;Ana-975;51;2643.0;02/03/2020;false;D ;85.86
724;Sofía-724;69;7868.0;27-08-2022;1; c ;47.28
596;García-596;67;;07/06/2021;True; ;36,62
339; François-339 ;36;$7.592,32;2019-11-01;false; b ;73.65
1171;Usuario_1171;43;7.323,15;2021-07-24T00:00:00;False;a;89.69
1779;Ana 1779;N/A;7467.29;0000-00-00;T;A;31.67
427;José_427;30;;2022-10-08;False; Z ;70.67
145;García 145;64;5.345,37;2024-03-21;NO; b ;49.4
1367;André 1367;23;7442.0;2021-03-29;T;C;98.8
1455;François_1455;30;7976.0;2022-10-26;False;a;49.73
761;André-761;47;4347.10;2022-09-21;1;D;36.16
1057;"Compañía ""ACME""-1057";62;2.190,71;2022-08-28;T;c;81.75
80;Tech–Labs-80;22;$5.087,23;2019-12-02T00:00:00;true;Z;81.39
470; María_470 ;57;6.666,09;2020/09/02;True;a;34.16
491; Usuario_491 ;47;5348.0;12/01/2025;SI; C ;96.08
332; Ñandú_332 ;29;6440.45;2024/06/10;true; c ;84.12
1041;García-1041;26;4314.0;23/06/2023;false; c ;102.26
1880; Niño_1880 ;52;3915.0;24/10/2023;True;A;30.85
1743;André-1743;67;8485.0;2024/02/12;SI;D;94.95
1654;Renée-1654;46;8.890,49;16/03/2024;1;D;102,32
1116;Niño_1116;54;;2024-08-05;True; C ;39.86
171;Renée-171;64;4035.93;2022-06-08;True;;75.85
273;François 273;52;4507.0;2021-10-27;False;c;35,25
859;Ñandú-859;27;$3.008,71;22/07/2019;0;;94.08
1100;André 1100;23;4920.0;09/05/2019;SI;a;42.46
1576;Ana 1576;65;2435.0;0000-00-00;False;B;33.16
325; María-325 ;66;3035.0;2020-05-04;NO;D;61.79
1495;Tech–Labs 1495;39;3699.0;2021/10/26;True;C;85.76
1164;"Compañía ""ACME""_1164";27;2176.0;19/05/2019;1;D ;99,48
57;Lía 57;52;3.060,23;31/02/2022;True;B;75.78
1415;Renée-1415;45;4.513,91;16/05/2025;NO;B;84.54
1899;Sofía 1899;23;3900.0;2025-01-26;1; b ;92,86
108;Ñandú_108;33;6.298,35;2022-06-04T00:00:00;false;;85.63
537;"Compañía ""ACME"" 537";23;5585.0;2023-06-17T00:00:00;True;;35.32
237;Tech–Labs 237;61;2310.98;29/06/2020;1;A;31.7
1221;André 1221;26;3687.0;2019-01-14;0;a;53.63
1818;Niño 1818;58;3461.0;2024-12-14;False; b ;79.24
270;O'Connor_270;49;6826.63;06-11-2021;false;C;91.68
985; André 985 ;47;2904.0;2022-06-23T00:00:00;1; ;36.89
462;André 462;38;5670.0;2023-10-20;0;c;45.3
75;Tech–Labs_75;54;5.356,77;28-05-2022;False;c;33.68
60;Niño-60;20;5863.0;2020-09-17;True; b ;79.2
405;Renée_405;121;2571.0;07-09-2024;False; b ;52.35
493;Renée-493;35;4326.0;2021-06-14;True;a;58,19
572; Renée_572 ;34;8880.95;19-04-2021;0;;35.0
1193;O'Connor-1193;66;2246.0;26-08-2025;True;A;33.07
1449;Sofía_1449;121;6534.0;2022/10/30;True; A ;35.19
740;Niño 740;66;7433.0;27/03/2021;False;C;106.12
1562;François 1562;43;5.416,18;15/01/2025;False;D ;36.22
12;Renée_12;21;$5.461,53;03/02/2022;False;Z;75.42
1237;Sofía-1237;68;—;;F;D ;35.13
228;Ñandú_228;N/A;8609.0;2022-01-17;1;B;81,73
1860; Lía_1860 ;33;6114.0;03-06-2022;false; b ;69,31
1699;André 1699;60;5.353,40;2022-02-19T00:00:00;0; b ;51,43
27;François_27;62;5060.0;06/03/2021;SI;D;94,29
160; Ana 160 ;37;7732.0;31/02/2022;true;c;39.34
528; Lía_528 ;N/A;3.356,45;2019-01-01;1; Z ;61.19
243;"Compañía ""ACME"" 243";18;8094.0;03-02-2020;0;Z;60.75
728;Usuario_728;34;8557.0;2022-08-01;1;D ;66.74
1906;Tech–Labs_1906;42;2.591,05;31/02/2022;NO;D;86.31
1026;García_1026;34;;2019-02-27;SI; C ;30.52
1102;Tech–Labs 1102;40;6486.0;2021/12/03;SI;B;107.57
878; José-878 ;34;3.073,64;30/07/2025;F;a;58.39
471;François-471;66;8534.0;2025-05-13;true;c;43.18
72; Müller-72 ;18;—;24-01-2022;NO;D ;73.94
1814;Tech–Labs_1814;24;7655.0;2021-01-25T00:00:00;true; c ;108.55
1270;Ñandú-1270;44;7230.0;0000-00-00;true;Z;81,79
1256; Renée 1256 ;29;7676.0;01-07-2025;SI; ;86.61
506;François-506;26;7.494,18;2020-02-02;1; B ;47.48
212;Tech–Labs-212;35;4089.0;11-10-2022;False; a ;69.85
1528;Niño 1528;37;8.499,39;10/07/2020;True;Z;37.88
1072;Renée_1072;0;8054.97;;false;a;54.93
1350;María-1350;20;8.749,67;2021-08-22;False;B;107.83
620;Renée-620;28;5030.88;19/01/2023;NO;N/A;46.57
1650;André_1650;27;8686.0;2023-08-19T00:00:00;0;N/A;67.87
1811; Renée_1811 ;61;—;20/08/2023;False; D ;57.66
1524;Tech–Labs-1524;46;8131.0;07/03/2022;false;;93.21
514;Sofía 514;34;4527.0;28/10/2021;F;D ;71,40
